forecast_id,issued_at,valid_time,turbine_id,horizon_hours,power_normalized,weather_run_time,weather_available_at,model_version,input_hash,status
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-30T19:00:00Z,turbine_1,25,0.517092748124209,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-30T20:00:00Z,turbine_1,26,0.5648384590710905,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-30T21:00:00Z,turbine_1,27,0.5867805654518423,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-30T22:00:00Z,turbine_1,28,0.5547105809914492,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-30T23:00:00Z,turbine_1,29,0.5604979398941013,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T00:00:00Z,turbine_1,30,0.5518169015401229,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T01:00:00Z,turbine_1,31,0.5532637412657859,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T02:00:00Z,turbine_1,32,0.5691789782480798,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T03:00:00Z,turbine_1,33,0.6369116046059518,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T04:00:00Z,turbine_1,34,0.695652983411997,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T05:00:00Z,turbine_1,35,0.5561574207171123,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T06:00:00Z,turbine_1,36,0.5778600166020584,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T07:00:00Z,turbine_1,37,0.5852139704782765,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T08:00:00Z,turbine_1,38,0.5648384590710905,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T09:00:00Z,turbine_1,39,0.5993133252403697,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T10:00:00Z,turbine_1,40,0.6886371794059571,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T11:00:00Z,turbine_1,41,0.6181124649231609,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T12:00:00Z,turbine_1,42,0.5041823793890658,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T13:00:00Z,turbine_1,43,0.4352905882576621,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T14:00:00Z,turbine_1,44,0.2577042344757416,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T15:00:00Z,turbine_1,45,0.1159478005811173,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T16:00:00Z,turbine_1,46,0.0526327183119998,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T17:00:00Z,turbine_1,47,0.0143782393377347,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T18:00:00Z,turbine_1,48,0.0101468951675158,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-30T19:00:00Z,turbine_2,25,0.5019479855950021,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-30T20:00:00Z,turbine_2,26,0.5561861808492203,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-30T21:00:00Z,turbine_2,27,0.5802891227824789,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-30T22:00:00Z,turbine_2,28,0.5446811091286289,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-30T23:00:00Z,turbine_2,29,0.5512554358261097,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T00:00:00Z,turbine_2,30,0.5413939457798882,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T01:00:00Z,turbine_2,31,0.5430375274542584,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T02:00:00Z,turbine_2,32,0.5611169258723313,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T03:00:00Z,turbine_2,33,0.6240712054456022,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T04:00:00Z,turbine_2,34,0.6812053328631323,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T05:00:00Z,turbine_2,35,0.5463246908029991,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T06:00:00Z,turbine_2,36,0.5709784159185529,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T07:00:00Z,turbine_2,37,0.5789209326992563,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T08:00:00Z,turbine_2,38,0.5561861808492203,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T09:00:00Z,turbine_2,39,0.5912346434482597,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T10:00:00Z,turbine_2,40,0.6738630232618888,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T11:00:00Z,turbine_2,41,0.6076529244469311,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T12:00:00Z,turbine_2,42,0.4883526160318241,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T13:00:00Z,turbine_2,43,0.4207783207924442,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T14:00:00Z,turbine_2,44,0.2482673910608266,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T15:00:00Z,turbine_2,45,0.1103782697110002,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T16:00:00Z,turbine_2,46,0.049207092119246,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T17:00:00Z,turbine_2,47,0.0132516279083834,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
20260129T1900Z-d084fc8bf9bf,2026-01-29T19:00:00Z,2026-01-31T18:00:00Z,turbine_2,48,0.0097371521055808,2026-01-29T00:00:00Z,2026-01-29T08:00:00Z,validation-be2706022497:curve,d084fc8bf9bfc1093f0610660e4396c564c9377fd71115f3548fe31e916a6065,degraded
